Timestamp,Pair,Rate,High,Low,Daily_Range,Close,EMA_10,EMA_50,RSI,RSI_Category,ATR,Support,Resistance
4/28/2025,EUR/USD,1.13601,1.1425,1.1329,0.0096,1.14198,1.134550124,1.097104121,65.27168717,Neutral,0.012388798,1.0913,1.15733
4/29/2025,EUR/USD,1.14202,1.1422,1.13698,0.00522,1.13846,1.13526101,1.09872592,62.70107165,Neutral,0.011876741,1.09426,1.15733
4/30/2025,EUR/USD,1.13861,1.13994,1.13168,0.00826,1.13253,1.134764463,1.10005157,58.51976901,Neutral,0.011618402,1.11918,1.15733
5/1/2025,EUR/USD,1.13253,1.13411,1.12655,0.00756,1.12857,1.133638197,1.10116994,55.84170776,Neutral,0.011328516,1.12638,1.15733
5/2/2025,EUR/USD,1.12865,1.1381,1.12739,0.01071,1.12952,1.132889434,1.102281707,56.35769467,Neutral,0.011284337,1.12638,1.15733
5/5/2025,EUR/USD,1.1299,1.13648,1.12968,0.0068,1.13143,1.132624082,1.103424777,57.43460014,Neutral,0.010975455,1.12655,1.15733
5/6/2025,EUR/USD,1.13157,1.13811,1.12796,0.01015,1.13715,1.133446976,1.104747335,60.57234879,Neutral,0.010916494,1.12655,1.15733
5/7/2025,EUR/USD,1.13721,1.13782,1.12914,0.00868,1.13106,1.133012981,1.105779204,55.85167909,Neutral,0.010756745,1.12655,1.15733
5/8/2025,EUR/USD,1.1312,1.13362,1.12116,0.01246,1.12261,1.13112153,1.106439236,50.02596972,Neutral,0.010878406,1.12116,1.15733
5/9/2025,EUR/USD,1.12268,1.12929,1.11964,0.00965,1.1246,1.129935797,1.107151422,51.3139181,Neutral,0.010790662,1.11964,1.15473
5/12/2025,EUR/USD,1.12136,1.12428,1.10651,0.01777,1.1088,1.126092925,1.107216073,42.04800591,Neutral,0.011312044,1.10651,1.144
5/13/2025,EUR/USD,1.10878,1.11947,1.10868,0.01079,1.11856,1.124723302,1.107660932,48.26288425,Neutral,0.011274755,1.10651,1.1425
5/14/2025,EUR/USD,1.11855,1.12658,1.11643,0.01015,1.11749,1.123408156,1.108046386,47.65944731,Neutral,0.011194415,1.10651,1.1425
5/15/2025,EUR/USD,1.11763,1.1228,1.117,0.0058,1.11872,1.122555764,1.108464959,48.45724408,Neutral,0.0108091,1.10651,1.1425
5/16/2025,EUR/USD,1.11883,1.12196,1.11307,0.00889,1.1164,1.121436534,1.108776137,47.00199343,Neutral,0.010672021,1.10651,1.1422
5/19/2025,EUR/USD,1.11737,1.12881,1.11711,0.0117,1.12431,1.121958983,1.109385308,52.26560351,Neutral,0.010796163,1.10651,1.13994
5/20/2025,EUR/USD,1.12433,1.12858,1.12177,0.00681,1.12822,1.123097349,1.110123924,54.66259133,Neutral,0.010511437,1.10651,1.13811
5/21/2025,EUR/USD,1.12823,1.13531,1.12787,0.00744,1.1315,1.124625104,1.110962201,56.63004767,Neutral,0.010292048,1.10651,1.13811
3/12/2025,GBP/USD,1.29428,1.29892,1.29132,0.0076,1.29604,1.283981874,1.258393939,72.2144223,Overbought,0.00931403,1.25589,1.29892
3/13/2025,GBP/USD,1.29617,1.29733,1.29205,0.00528,1.29488,1.285963352,1.259824765,70.88142739,Overbought,0.009025885,1.25589,1.29892
3/14/2025,GBP/USD,1.2949,1.29587,1.29106,0.00481,1.2932,1.287279106,1.261133598,68.89786312,Neutral,0.00872475,1.25589,1.29892
3/17/2025,GBP/USD,1.29294,1.29986,1.29247,0.00739,1.29864,1.289344723,1.262604437,71.66314711,Overbought,0.008629411,1.25589,1.29986
3/18/2025,GBP/USD,1.29869,1.30096,1.29512,0.00584,1.30014,1.291307501,1.26407642,72.39203536,Overbought,0.008430167,1.25589,1.30096
3/19/2025,GBP/USD,1.30008,1.3011,1.29548,0.00562,1.3003,1.292942501,1.265496952,72.47337004,Overbought,0.008229441,1.25589,1.3011
3/20/2025,GBP/USD,1.30029,1.30145,1.29356,0.00789,1.29684,1.293651137,1.266726092,67.82027687,Neutral,0.008205195,1.25768,1.30145
3/21/2025,GBP/USD,1.29684,1.29703,1.28873,0.0083,1.2911,1.293187294,1.267681931,60.84143702,Neutral,0.008211967,1.26783,1.30145
3/24/2025,GBP/USD,1.29025,1.2974,1.2895,0.0079,1.29208,1.292985968,1.268638718,61.56856218,Neutral,0.008189684,1.27671,1.30145
3/25/2025,GBP/USD,1.29203,1.29667,1.29017,0.0065,1.2945,1.293261246,1.269652886,63.37702673,Neutral,0.008068992,1.28612,1.30145
3/26/2025,GBP/USD,1.2945,1.2949,1.28711,0.00779,1.28744,1.292202838,1.27035042,55.21407567,Neutral,0.008049064,1.28612,1.30145
3/27/2025,GBP/USD,1.28744,1.2992,1.28704,0.01216,1.29512,1.292733231,1.271321776,61.08578806,Neutral,0.008342702,1.28612,1.30145
5/21/2025,EUR/USD,1.12823,1.13531,1.12787,0.00744,1.1334,1.124970559,1.111036711,57.69354118,Neutral,0.010292048,1.10651,1.13811
5/21/2025,GBP/USD,1.33847,1.34687,1.33835,0.00852,1.341,1.332838212,1.313711226,60.13416221,Neutral,0.010405607,1.31394,1.34687
5/21/2025,USD/JPY,144.472,144.49,143.456,1.034,143.991,145.051699,146.1116676,45.63536773,Neutral,1.660792167,142.347,148.651
5/21/2025,EUR/USD,1.12823,1.13531,1.12787,0.00744,1.1334,1.124970559,1.111036711,57.69354118,Neutral,0.010292048,1.10651,1.13811
5/21/2025,GBP/USD,1.33847,1.34687,1.33835,0.00852,1.3409,1.33282003,1.313707305,60.08496856,Neutral,0.010405607,1.31394,1.34687
5/21/2025,USD/JPY,144.472,144.49,143.456,1.034,143.99,145.0515172,146.1116284,45.63196106,Neutral,1.660792167,142.347,148.651
5/21/2025,EUR/USD,1.12823,1.13621,1.12787,0.00834,1.1332,1.124934195,1.111028868,57.58405699,Neutral,0.010356334,1.10651,1.13811
5/21/2025,USD/JPY,144.472,144.49,143.456,1.034,143.805,145.0178808,146.1043735,45.01035951,Neutral,1.660792167,142.347,148.651
5/21/2025,EUR/USD,1.12823,1.13621,1.12787,0.00834,1.1345,1.125170559,1.111079848,58.28574268,Neutral,0.010356334,1.10651,1.13811
5/21/2025,GBP/USD,1.33847,1.34687,1.33835,0.00852,1.3445,1.333474576,1.313848481,61.78270632,Neutral,0.010405607,1.31394,1.34687
5/21/2025,USD/JPY,144.472,144.49,143.456,1.034,143.672,144.993699,146.0991578,44.57384074,Neutral,1.660792167,142.347,148.651
5/22/2025,EUR/USD,1.13282,1.1345,1.1295,0.005,1.1304,1.125869961,1.111855653,55.49401533,Neutral,0.009977646,1.10651,1.13811
5/22/2025,GBP/USD,1.34157,1.34408,1.34013,0.00395,1.3402,1.334263,1.314853499,59.33644778,Neutral,0.009943718,1.31394,1.34687
5/22/2025,USD/JPY,143.636,144.398,142.798,1.6,143.263,144.6754562,145.9838647,43.19277724,Neutral,1.668237412,142.347,148.651
5/23/2025,EUR/USD,1.12803,1.13757,1.12785,0.00972,1.1333,1.126850464,1.112755095,56.95449192,Neutral,0.010221573,1.10651,1.13811
5/23/2025,GBP/USD,1.34188,1.35333,1.3417,0.01163,1.3488,1.337138157,1.31641815,64.08602842,Neutral,0.010136478,1.31394,1.35333
5/23/2025,USD/JPY,144.068,144.07,142.45,1.62,142.743,144.4380509,145.8907039,41.70836904,Neutral,1.664863174,142.347,148.651
5/23/2025,EUR/USD,1.12803,1.13757,1.12785,0.00972,1.136,1.127341373,1.112860977,58.42692239,Neutral,0.010221573,1.10651,1.13811
5/23/2025,GBP/USD,1.34188,1.35422,1.3417,0.01252,1.3534,1.337974521,1.316598542,66.09435504,Neutral,0.010200049,1.31394,1.35422
5/23/2025,USD/JPY,144.068,144.07,142.418,1.652,142.55,144.40296,145.8831353,41.11985098,Neutral,1.667148888,142.347,148.651
5/26/2025,EUR/USD,1.13667,1.14187,1.13617,0.0057,1.138,1.129288231,1.11375682,59.53149135,Neutral,0.00990577,1.10651,1.14187
5/26/2025,GBP/USD,1.3526,1.35932,1.35223,0.00709,1.3561,1.341276013,1.318074438,67.25300149,Neutral,0.009977652,1.31394,1.35932
5/26/2025,USD/JPY,142.476,143.08,142.222,0.858,142.842,144.1191491,145.7723324,42.44177505,Neutral,1.609300934,142.222,148.651
5/28/2025,EUR/USD,1.13309,1.13456,1.13144,0.00312,1.1323,1.130452362,1.115155523,54.92127016,Neutral,0.009321708,1.10651,1.14187
5/28/2025,GBP/USD,1.35094,1.3522,1.34887,0.00333,1.3497,1.344252838,1.32024849,61.779318,Neutral,0.009416983,1.31394,1.35932
5/28/2025,USD/JPY,144.263,144.767,143.847,0.92,144.233,144.1488339,145.6529495,48.41841635,Neutral,1.609311783,142.11,148.651
5/28/2025,EUR/USD,1.13309,1.13456,1.1295,0.00506,1.1332,1.130615998,1.115190817,55.59968309,Neutral,0.009460279,1.10651,1.14187
5/28/2025,GBP/USD,1.35094,1.3522,1.34607,0.00613,1.3509,1.34447102,1.320295549,62.7935345,Neutral,0.009616983,1.31394,1.35932
5/28/2025,USD/JPY,144.263,144.772,143.847,0.925,144.23,144.1482884,145.6528318,48.40685306,Neutral,1.609668926,142.11,148.651
5/28/2025,EUR/USD,1.13309,1.13456,1.12834,0.00622,1.1293,1.129906907,1.115037876,52.69829662,Neutral,0.009543136,1.10651,1.14187
5/28/2025,GBP/USD,1.35094,1.3522,1.34496,0.00724,1.3467,1.343707383,1.320130843,59.38154934,Neutral,0.009696269,1.31394,1.35932
5/28/2025,USD/JPY,144.263,145.077,143.847,1.23,144.741,144.2411975,145.672871,50.42572189,Neutral,1.631454641,142.11,148.651
5/30/2025,EUR/USD,1.13672,1.13707,1.13661,0.00046,1.1368,1.132194406,1.116616649,57.31721399,Neutral,0.009420416,1.10868,1.14187
5/30/2025,GBP/USD,1.34876,1.34944,1.34863,0.00081,1.3494,1.34552054,1.322179184,60.85176977,Neutral,0.009030842,1.31665,1.35932
5/30/2025,USD/JPY,144.125,144.157,144.059,0.098,144.099,144.2033997,145.5428775,47.87818866,Neutral,1.568371175,142.11,148.456
5/30/2025,EUR/USD,1.13672,1.139,1.13121,0.00779,1.1345,1.131776224,1.116526453,55.52243673,Neutral,0.009943988,1.10868,1.14187
5/30/2025,GBP/USD,1.34876,1.35106,1.34476,0.0063,1.3451,1.344738722,1.322010556,57.37533269,Neutral,0.009422985,1.31665,1.35932
5/30/2025,USD/JPY,144.125,144.443,143.43,1.013,144.021,144.1892179,145.5398187,47.56645561,Neutral,1.633728318,142.11,148.456
6/2/2025,EUR/USD,1.13494,1.13599,1.13454,0.00145,1.1358,1.13250782,1.11739852,56.35173177,Neutral,0.009340253,1.11307,1.14187
6/2/2025,GBP/USD,1.34537,1.34687,1.345,0.00187,1.3467,1.345099781,1.323005895,58.36450047,Neutral,0.008883413,1.325,1.35932
6/2/2025,USD/JPY,143.805,143.986,143.749,0.237,143.827,144.1233601,145.4816009,46.74963553,Neutral,1.536511124,142.11,147.67
6/13/2025,EUR/USD,1.15819,1.15861,1.15796,0.00065,1.15819,1.15900511,1.156184162,51.63559426,Neutral,0.001493625,1.15520275,1.16117725
6/13/2025,GBP/USD,1.36038,1.36056,1.36016,0.0004,1.36038,1.360034888,1.358415222,56.5420554,Neutral,0.00116339,1.358053221,1.362706779
6/13/2025,USD/JPY,143.649,143.744,143.61,0.134,143.649,143.5188439,143.6857734,52.18357463,Neutral,0.179715517,143.289569,144.008431
6/13/2025,EUR/USD,1.15818,1.15853,1.15735,0.00118,1.15785,1.15866949,1.156275045,49.99757315,Neutral,0.001434867,1.154980266,1.160719734
6/13/2025,GBP/USD,1.35936,1.35958,1.35901,0.00057,1.35912,1.359764345,1.358421191,50.41145437,Neutral,0.001115977,1.356888046,1.361351954
6/13/2025,USD/JPY,143.73199,143.854,143.72701,0.12699,143.821,143.6038674,143.6926779,57.96808991,Neutral,0.17564169,143.4697166,144.1722834
6/14/2025,EUR/USD,1.15507,1.15562,1.15396,0.00166,1.15396,1.154429985,1.153789608,48.1845975,Neutral,0.001064305,1.15183139,1.15608861
6/14/2025,GBP/USD,1.35685,1.35685,1.35685,0,1.35685,1.356750325,1.356446846,50.30497665,Neutral,0.000794562,1.355260876,1.358439124
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0070961,144.0230007,52.83255846,Neutral,0.111874742,143.8432515,144.2907505
6/14/2025,EUR/USD,1.15507,1.15562,1.15396,0.00166,1.15396,1.154429985,1.153789608,48.1845975,Neutral,0.001064305,1.15183139,1.15608861
6/14/2025,GBP/USD,1.35685,1.35685,1.35685,0,1.35685,1.356750325,1.356446846,50.30497665,Neutral,0.000794562,1.355260876,1.358439124
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0070961,144.0230007,52.83255846,Neutral,0.111874742,143.8432515,144.2907505
6/14/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480903,1.153844644,53.07228909,Neutral,0.001037354,1.152635291,1.156784709
6/14/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356842986,1.356455734,53.31171731,Neutral,0.000766452,1.355727095,1.358792905
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0070961,144.0230007,52.83255846,Neutral,0.111874742,143.8432515,144.2907505
6/14/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480903,1.153844644,53.07228909,Neutral,0.001006844,1.152696312,1.156723688
6/14/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356842986,1.356455734,53.31171731,Neutral,0.000765625,1.355728749,1.358791251
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0070961,144.0230007,52.83255846,Neutral,0.111724852,143.8435513,144.2904507
6/14/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480903,1.153844644,53.07228909,Neutral,0.001006844,1.152696312,1.156723688
6/14/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356842986,1.356455734,53.31171731,Neutral,0.000765625,1.355728749,1.358791251
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0070961,144.0230007,52.83255846,Neutral,0.111724852,143.8435513,144.2904507
6/14/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480973,1.153995581,56.05670103,Neutral,0.0009,1.15355,1.15523
6/14/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356843064,1.356675688,44.98480243,Neutral,0.000658571,1.35584,1.35742
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0071044,144.0550785,48.02207028,Neutral,0.108500571,143.849,144.149
6/14/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480973,1.153995581,56.05670103,Neutral,0.0009,1.15355,1.15523
6/14/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356843064,1.356675688,44.98480243,Neutral,0.000658571,1.35584,1.35742
6/14/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0071044,144.0550785,48.02207028,Neutral,0.108500571,143.849,144.149
6/15/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480973,1.153995581,56.05670103,Neutral,0.0009,1.15355,1.15523
6/15/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356843064,1.356675688,44.98480243,Neutral,0.000658571,1.35584,1.35742
6/15/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0071044,144.0550785,48.02207028,Neutral,0.108500571,143.849,144.149
6/15/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480973,1.153995581,56.05670103,Neutral,0.0009,1.15355,1.15523
6/15/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356843064,1.356675688,44.98480243,Neutral,0.000658571,1.35584,1.35742
6/15/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0071044,144.0550785,48.02207028,Neutral,0.108500571,143.849,144.149
6/15/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480973,1.153995581,56.05670103,Neutral,0.0009,1.15355,1.15523
6/15/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356843064,1.356675688,44.98480243,Neutral,0.000658571,1.35584,1.35742
6/15/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0071044,144.0550785,48.02207028,Neutral,0.108500571,143.849,144.149
6/15/2025,EUR/USD,1.15471,1.15471,1.15471,0,1.15471,1.154480973,1.153995581,56.05670103,Neutral,0.0009,1.15355,1.15523
6/15/2025,GBP/USD,1.35726,1.35726,1.35726,0,1.35726,1.356843064,1.356675688,44.98480243,Neutral,0.000658571,1.35584,1.35742
6/15/2025,USD/JPY,144.074997,144.149,144.028,0.121,144.067001,144.0071044,144.0550785,48.02207028,Neutral,0.108500571,143.849,144.149
6/16/2025,EUR/USD,1.15813,1.15821,1.15759,0.00062,1.15776,1.157591157,1.155649625,61.67800454,Neutral,0.001069286,1.15666,1.1587
6/16/2025,GBP/USD,1.35809,1.35855,1.35801,0.00054,1.35834,1.358078642,1.356708363,57.03517588,Neutral,0.000809286,1.35774,1.35923
6/16/2025,USD/JPY,144.174,144.235,144.155,0.08,144.22301,144.2215273,144.2530969,57.66236649,Neutral,0.1457855,144.091003,144.39101
6/16/2025,EUR/USD,1.15722,1.15755,1.15697,0.00058,1.15744,1.157676166,1.156541697,44.57429048,Neutral,0.000767857,1.15693,1.15865
6/16/2025,GBP/USD,1.35807,1.35814,1.35779,0.00035,1.35814,1.358274838,1.357365854,45.50561798,Neutral,0.000635714,1.35775,1.35906
6/16/2025,USD/JPY,144.11301,144.158,144.091995,0.066005,144.134,144.102335,144.1955077,38.61658639,Neutral,0.105857086,143.972,144.19501
6/16/2025,EUR/USD,1.15722,1.15804,1.15709,0.00095,1.15755,1.157512859,1.156684503,44.56928839,Neutral,0.000819286,1.15693,1.15841
6/16/2025,USD/JPY,144.24001,144.27299,144.138,0.13499,144.226,144.1595749,144.1942047,55.41913425,Neutral,0.097354586,143.972,1.35906
6/16/2025,EUR/USD,1.15756,1.15804,1.15751,0.00053,1.15769,1.158263121,1.158274931,28.20069204,Oversold,0.000980714,1.15722,144.282
6/16/2025,GBP/USD,1.35977,1.35993,1.35949,0.00044,1.35973,1.360097415,1.35937982,32.59109312,Neutral,0.000853571,1.35897,1.15953
6/16/2025,USD/JPY,144.276,144.323,144.25999,0.06301,144.314,144.1693206,144.098929,80.33580416,Overbought,0.131931929,143.98599,1.36112
6/16/2025,EUR/USD,1.15774,1.15782,1.15757,0.00025,1.15775,1.157972916,1.158249082,30.78880407,Neutral,0.00074,1.15722,1.15864
6/16/2025,GBP/USD,1.35984,1.35984,1.35973,0.00011,1.35982,1.359907098,1.359501359,49.31506849,Neutral,0.0006,1.35949,1.36112
6/16/2025,USD/JPY,144.41701,144.44701,144.407,0.04001,144.439,144.3022392,144.1515854,79.72353133,Overbought,0.094719357,144.084,144.44701
6/17/2025,EUR/USD,1.1557,1.1559,1.15499,0.00091,1.15542,1.155654661,1.155795895,46.07218684,Neutral,0.000912143,1.15451,1.15642
6/17/2025,GBP/USD,1.3558,1.3558,1.35483,0.00097,1.35485,1.35588419,1.356692559,33.94777266,Neutral,0.000730714,1.35483,1.35737
6/17/2025,USD/JPY,144.89799,144.937,144.813,0.124,144.894,144.797107,144.7515791,60.60603278,Neutral,0.169290143,144.40199,145.024002
6/17/2025,EUR/USD,1.1568,1.15831,1.15582,0.00249,1.15606,1.156451302,1.156109699,53.91791045,Neutral,0.000882857,1.15574,1.15831
6/17/2025,GBP/USD,1.35624,1.35661,1.35579,0.00082,1.3558,1.35616766,1.356334293,50.19305019,Neutral,0.000817857,1.35523,1.35731
6/17/2025,USD/JPY,144.634,144.82401,144.36301,0.461,144.804,144.688467,144.7267222,45.30261592,Neutral,0.138713571,144.36301,144.82401
6/17/2025,EUR/USD,1.1559,1.15613,1.15517,0.00096,1.15542,1.156007361,1.156072678,42.18289086,Neutral,0.001005714,1.15474,1.15831
6/17/2025,GBP/USD,1.3543,1.35446,1.35366,0.0008,1.35404,1.355274293,1.356002732,39.09313725,Neutral,0.000902857,1.35366,1.35731
6/17/2025,USD/JPY,144.881,144.961,144.85201,0.10899,144.892,144.8021863,144.7488806,62.06497674,Neutral,0.144644286,144.36301,144.961
6/17/2025,EUR/USD,1.14854,1.14908,1.14835,0.00073,1.14846,1.150037575,1.15318757,29.06746032,Oversold,0.001286429,1.14779,1.15395
6/17/2025,GBP/USD,1.34407,1.34466,1.34403,0.00063,1.34403,1.346629224,1.35141629,18.2832618,Oversold,0.001183571,1.34349,1.35166
6/17/2025,USD/JPY,145.271,145.282,145.19501,0.08699,145.248,145.1785662,144.9785218,53.82695169,Neutral,0.117573964,144.90199,145.3
6/18/2025,EUR/USD,1.15059,1.15109,1.15033,0.00076,1.15088,1.150790046,1.150293251,54.66101695,Neutral,0.000883571,1.14981,1.1524
6/18/2025,GBP/USD,1.34584,1.3468,1.34584,0.00096,1.34675,1.345864071,1.344844591,64.75300401,Neutral,0.000885,1.34495,1.3476
6/18/2025,USD/JPY,144.983,145.0019989,144.94299,0.0590089,144.968,144.9925736,145.0635977,45.72920874,Neutral,0.100145636,144.84801,145.12801
6/18/2025,EUR/USD,1.15131,1.15164,1.15081,0.00083,1.15115,1.15066618,1.150513046,54.15860735,Neutral,0.000842143,1.14917,1.15174
6/18/2025,GBP/USD,1.34559,1.3462,1.34523,0.00097,1.34523,1.345409049,1.345244027,43.70139969,Neutral,0.000771429,1.34392,1.34653
6/18/2025,USD/JPY,144.789,144.869,144.73599,0.13301,144.851,144.8571589,144.9507347,35.1481893,Neutral,0.08114635,144.73599,144.95599
6/18/2025,EUR/USD,1.14886,1.15239,1.1484,0.00399,1.1508,1.150181742,1.150419509,53.52112676,Neutral,0.001131429,1.1484,1.15239
6/18/2025,GBP/USD,1.34403,1.34669,1.34392,0.00277,1.34669,1.345182657,1.345244942,56.49948823,Neutral,0.001005714,1.34369,1.34669
6/18/2025,USD/JPY,144.86,144.888,144.67101,0.21699,144.881,144.8514228,144.9142627,56.44556428,Neutral,0.10979,144.67101,144.965
6/18/2025,EUR/USD,1.15161,1.15189,1.15102,0.00087,1.15118,1.150756072,1.150754403,52.51959686,Neutral,0.001142857,1.14876,1.15301
6/18/2025,GBP/USD,1.34517,1.34537,1.34485,0.00052,1.34485,1.345248151,1.345565566,47.58064516,Neutral,0.000873571,1.34376,1.34751
6/18/2025,USD/JPY,144.562,144.64,144.53101,0.10899,144.629,144.6708268,144.763909,39.35613234,Neutral,0.112425714,144.32001,144.823
